,allmoge,allmän,annan,annorlunda,artikel,begrepp,byta,del,dela,delta,era,europa,finland,finne,finsk,folk,form,fred,fråga,förbi,förena,föreställning,författning,förra,förändring,gemensam,general,hertig,historia,inre,inrikes,jämförelse,kejsare,krig,kung,lag,land,makt,medborgare,medlem,modern,mynt,nation,olik,parlament,penning,regel,regent,regering,rike,riksdag,rättighet,samfund,sedel,skilja,språk,stat,ställning,stånd,stödja,swensk,tid,tidig,trakt,ämbetsman
föreställning,0.6845362782478333,0.5584692358970642,0.41658860445022583,0.7506924271583557,0.7600004076957703,0.7657650113105774,0.6158351898193359,0.47975561022758484,0.6810917258262634,0.608380138874054,0.7410916090011597,0.6593872308731079,0.387779176235199,0.5858580470085144,0.6532536149024963,0.4000277519226074,0.6502012014389038,0.4748583137989044,0.7347112894058228,0.605214536190033,0.7227884531021118,0.9999999403953552,0.7052739858627319,0.4278486967086792,0.7118902206420898,0.7178129553794861,0.4741749167442322,0.582269549369812,0.5325128436088562,0.6449071168899536,0.5850757956504822,0.7373889684677124,0.7871087193489075,0.6338863372802734,0.5354651212692261,0.5751169323921204,0.39837637543678284,0.786991536617279,0.5837969183921814,0.8053247332572937,0.34447741508483887,0.3943854868412018,0.7031030654907227,0.6711737513542175,0.7781887650489807,0.5221770405769348,0.7718233466148376,0.767483115196228,0.5051812529563904,0.500441312789917,0.5138006806373596,0.6032190918922424,0.7704025506973267,0.34307533502578735,0.7659529447555542,0.3807791769504547,0.5557345747947693,0.6891489624977112,0.4902632534503937,0.6517189145088196,0.6811749935150146,0.3697405457496643,0.8017238974571228,0.388193279504776,0.6456607580184937
författning,0.7645366191864014,0.7501411437988281,0.4879591464996338,0.6561195850372314,0.7151519656181335,0.6686710119247437,0.5066764950752258,0.5553839206695557,0.6431138515472412,0.589933454990387,0.6585434675216675,0.6009675860404968,0.28536978363990784,0.5435653924942017,0.48023611307144165,0.4082317352294922,0.6410456895828247,0.539857029914856,0.5999438762664795,0.5135658979415894,0.6731407046318054,0.7052739858627319,1.0,0.504639744758606,0.782769501209259,0.7718221545219421,0.3771381080150604,0.54176265001297,0.46756085753440857,0.6092502474784851,0.5360069274902344,0.6968227028846741,0.6484760046005249,0.6574971675872803,0.47054895758628845,0.6101505756378174,0.40165361762046814,0.7264918088912964,0.6753288507461548,0.7190936803817749,0.33948254585266113,0.3215360641479492,0.7599988579750061,0.6321690082550049,0.6476039290428162,0.6217126250267029,0.6708177328109741,0.6576197743415833,0.5317091941833496,0.67169588804245,0.510169267654419,0.7335417866706848,0.7123339176177979,0.3868524730205536,0.6576141119003296,0.3712625503540039,0.6567140817642212,0.7072790861129761,0.5365964770317078,0.5628196597099304,0.5773707032203674,0.4503668248653412,0.7615922093391418,0.33622321486473083,0.7593148350715637
förra,0.44463956356048584,0.43765854835510254,0.3601284921169281,0.4743517339229584,0.5016033053398132,0.4532023072242737,0.332632452249527,0.2706981897354126,0.37396132946014404,0.36057716608047485,0.49386969208717346,0.4492407441139221,0.30350759625434875,0.3813129663467407,0.41560104489326477,0.18188028037548065,0.5001963973045349,0.4558441638946533,0.4115576446056366,0.3774947226047516,0.4901168644428253,0.4278486967086792,0.504639744758606,1.0,0.5514873266220093,0.461187481880188,0.31531357765197754,0.4198768436908722,0.3876954913139343,0.47717565298080444,0.34997230768203735,0.554495632648468,0.39052194356918335,0.41332951188087463,0.2959463894367218,0.40249115228652954,0.17633850872516632,0.5090703368186951,0.27162161469459534,0.4819505214691162,0.25704076886177063,0.20045271515846252,0.5071473717689514,0.4744158685207367,0.4788709282875061,0.45160460472106934,0.48744848370552063,0.4532444477081299,0.39764106273651123,0.3598046600818634,0.42473894357681274,0.5199500322341919,0.42091676592826843,0.38651707768440247,0.5155823826789856,0.23542629182338715,0.4010597765445709,0.5232402682304382,0.33307111263275146,0.45607516169548035,0.4700976610183716,0.32232943177223206,0.5220645666122437,0.29754698276519775,0.47658348083496094
förändring,0.7163267135620117,0.6376524567604065,0.5038707256317139,0.6713442802429199,0.800166130065918,0.6989762187004089,0.5228706002235413,0.5955855250358582,0.6859232783317566,0.5499425530433655,0.7157361507415771,0.6704815030097961,0.2769438922405243,0.5719650387763977,0.5398908853530884,0.34319716691970825,0.7988400459289551,0.5229360461235046,0.5734432935714722,0.5657764077186584,0.65764981508255,0.7118902206420898,0.782769501209259,0.5514873266220093,1.0,0.7781478762626648,0.3740987777709961,0.5568161606788635,0.5781469941139221,0.6584897041320801,0.4761677384376526,0.7433649897575378,0.627232015132904,0.6072949171066284,0.4220995306968689,0.562873363494873,0.35338094830513,0.7363879680633545,0.6307036876678467,0.7308481931686401,0.4542310833930969,0.42598602175712585,0.721278190612793,0.7209051847457886,0.7381709814071655,0.6124946475028992,0.7231277227401733,0.6845207214355469,0.5422754287719727,0.6093257069587708,0.5266891121864319,0.7107855081558228,0.7703917622566223,0.4679250717163086,0.6924007534980774,0.2972014844417572,0.6471312642097473,0.7739011645317078,0.4842555820941925,0.7029524445533752,0.6614057421684265,0.4462309181690216,0.727821946144104,0.4173934757709503,0.6769611835479736
gemensam,0.6954305171966553,0.6082926392555237,0.4393279552459717,0.5747581124305725,0.8247866034507751,0.7509302496910095,0.5990498661994934,0.5834412574768066,0.7212545871734619,0.5625944137573242,0.7626946568489075,0.642489492893219,0.4196576178073883,0.630087673664093,0.6552973389625549,0.4025883376598358,0.7658746838569641,0.499538779258728,0.5071761012077332,0.5486863255500793,0.7411519885063171,0.7178129553794861,0.7718221545219421,0.461187481880188,0.7781478762626648,1.0,0.464150071144104,0.5855900049209595,0.5252696871757507,0.7656654715538025,0.608027994632721,0.7894768118858337,0.6666495203971863,0.6498126983642578,0.5382893681526184,0.570896565914154,0.4172176718711853,0.7522228360176086,0.646917462348938,0.759365975856781,0.5585106611251831,0.42357519268989563,0.7322288155555725,0.6965039968490601,0.7333338856697083,0.5613285899162292,0.7254416346549988,0.6821005344390869,0.5833293795585632,0.6389966607093811,0.48962584137916565,0.6950016617774963,0.7314820289611816,0.43719813227653503,0.6817106604576111,0.5071862936019897,0.6672503352165222,0.7222941517829895,0.5026260018348694,0.7384427189826965,0.7056897878646851,0.4452279508113861,0.793139636516571,0.5004898309707642,0.7130311727523804
general,0.44827982783317566,0.37808316946029663,0.24230176210403442,0.36474186182022095,0.48976707458496094,0.5353251695632935,0.3789973556995392,0.3354460299015045,0.3142245411872864,0.3581789433956146,0.5492446422576904,0.5249893665313721,0.5409748554229736,0.3608240485191345,0.5159615278244019,0.21599914133548737,0.4011193513870239,0.47534725069999695,0.46879592537879944,0.5760633945465088,0.492692232131958,0.4741749167442322,0.3771381080150604,0.31531357765197754,0.3740987777709961,0.464150071144104,1.0,0.6061232686042786,0.4614555239677429,0.4624156355857849,0.48045656085014343,0.6020296216011047,0.6315848231315613,0.5037998557090759,0.44598060846328735,0.21037276089191437,0.41474929451942444,0.4302273392677307,0.20177629590034485,0.5376731157302856,0.19632092118263245,0.13856756687164307,0.46094194054603577,0.45906683802604675,0.5418751239776611,0.288724422454834,0.44512248039245605,0.4885270595550537,0.4185938537120819,0.34272581338882446,0.4539417624473572,0.35376882553100586,0.45506229996681213,0.38820311427116394,0.5338397026062012,0.22712206840515137,0.29405105113983154,0.44600850343704224,0.4877147376537323,0.44080010056495667,0.5540124773979187,0.26586711406707764,0.5118589997291565,0.3033995032310486,0.41566556692123413
hertig,0.5905357003211975,0.4137071371078491,0.35642775893211365,0.5178960561752319,0.615084171295166,0.6246887445449829,0.5150037407875061,0.4214709401130676,0.47478187084198,0.5212651491165161,0.6230390667915344,0.6170714497566223,0.3489842712879181,0.32343849539756775,0.5562849640846252,0.39741528034210205,0.5615658760070801,0.4927902817726135,0.44912439584732056,0.5629448294639587,0.5203893780708313,0.582269549369812,0.54176265001297,0.4198768436908722,0.5568161606788635,0.5855900049209595,0.6061232686042786,1.0,0.5190989971160889,0.6563145518302917,0.4263477623462677,0.7080102562904358,0.708610475063324,0.45369699597358704,0.5595774054527283,0.38230761885643005,0.27250170707702637,0.6296288371086121,0.3178379535675049,0.7007408738136292,0.27229171991348267,0.318377822637558,0.5566872358322144,0.5320590734481812,0.6513077020645142,0.2550162076950073,0.6259303689002991,0.6474171280860901,0.46308404207229614,0.3530332148075104,0.37359511852264404,0.4065834581851959,0.6593990921974182,0.34443825483322144,0.6354697942733765,0.19253386557102203,0.46042394638061523,0.5584942102432251,0.3842933773994446,0.6126074194908142,0.605543851852417,0.4164419174194336,0.6365129947662354,0.29537153244018555,0.5399689078330994
historia,0.58469557762146,0.4681282341480255,0.1988009214401245,0.4110477864742279,0.6194272041320801,0.49871164560317993,0.33449551463127136,0.49443748593330383,0.5588109493255615,0.47051921486854553,0.498998761177063,0.6820703744888306,0.3199771046638489,0.46782732009887695,0.5179378986358643,0.254008948802948,0.6380465626716614,0.5091318488121033,0.4696231484413147,0.4292798638343811,0.5326322913169861,0.5325128436088562,0.46756085753440857,0.3876954913139343,0.5781469941139221,0.5252696871757507,0.4614555239677429,0.5190989971160889,1.0,0.5608784556388855,0.5089033246040344,0.536703884601593,0.4748757779598236,0.4912281036376953,0.3779228627681732,0.326086163520813,0.2663346827030182,0.4605405628681183,0.4127419888973236,0.5891856551170349,0.3322463929653168,0.4106619656085968,0.5598103404045105,0.5769916772842407,0.5279423594474792,0.440611869096756,0.5046815872192383,0.49079301953315735,0.39316385984420776,0.4946940243244171,0.5034919381141663,0.44743940234184265,0.6298526525497437,0.4903833270072937,0.49490517377853394,0.3413287401199341,0.4157068729400635,0.568332850933075,0.39482343196868896,0.6182514429092407,0.6216706037521362,0.31614983081817627,0.5101160407066345,0.30053016543388367,0.4265156090259552
inre,0.580471396446228,0.5280817747116089,0.38634854555130005,0.5684739351272583,0.7922114133834839,0.72264564037323,0.602446973323822,0.4810223877429962,0.68691086769104,0.5196680426597595,0.7917734980583191,0.6507861614227295,0.3941292464733124,0.5982662439346313,0.6828221082687378,0.3815329074859619,0.7465808987617493,0.6255393028259277,0.5380313396453857,0.6153625845909119,0.6502088308334351,0.6449071168899536,0.6092502474784851,0.47717565298080444,0.6584897041320801,0.7656654715538025,0.4624156355857849,0.6563145518302917,0.5608784556388855,1.0,0.6268816590309143,0.8100844025611877,0.7313506007194519,0.60414719581604,0.6660060286521912,0.5205121040344238,0.4200321435928345,0.7820204496383667,0.5059102177619934,0.7757018208503723,0.5020415186882019,0.4762515723705292,0.5721867680549622,0.637811005115509,0.7564415335655212,0.4086054861545563,0.7506881356239319,0.7347084283828735,0.6062409281730652,0.5606385469436646,0.45586854219436646,0.5169588923454285,0.7018350958824158,0.349009245634079,0.7389254570007324,0.3673474192619324,0.5517879724502563,0.6636383533477783,0.3813684284687042,0.7665798664093018,0.6803314685821533,0.39674702286720276,0.7712852954864502,0.5360841751098633,0.5977831482887268
inrikes,0.5632947683334351,0.5782409906387329,0.26980066299438477,0.4255712628364563,0.6591373682022095,0.6758219003677368,0.5425026416778564,0.43611496686935425,0.43500638008117676,0.5324000120162964,0.6682574152946472,0.5101178884506226,0.4751274883747101,0.5415726900100708,0.671281099319458,0.26838529109954834,0.5652212500572205,0.5058162212371826,0.5645719766616821,0.4545179009437561,0.495927095413208,0.5850757956504822,0.5360069274902344,0.34997230768203735,0.4761677384376526,0.608027994632721,0.48045656085014343,0.4263477623462677,0.5089033246040344,0.6268816590309143,1.0,0.664410412311554,0.6268831491470337,0.4476114511489868,0.33424603939056396,0.34438565373420715,0.3339565396308899,0.5372163653373718,0.4245160222053528,0.6301299333572388,0.44903695583343506,0.3504464328289032,0.47162795066833496,0.5064445734024048,0.6773828864097595,0.44716084003448486,0.5715730786323547,0.49801015853881836,0.35843634605407715,0.4234881103038788,0.5589298605918884,0.43656226992607117,0.60075443983078,0.34210914373397827,0.578144907951355,0.5180371999740601,0.4377044439315796,0.6199575066566467,0.5195125937461853,0.6077129244804382,0.6016726493835449,0.34536343812942505,0.6191508769989014,0.5489262342453003,0.5047929883003235
jämförelse,0.6482877731323242,0.5942840576171875,0.49979639053344727,0.6825407147407532,0.8754326105117798,0.9058809280395508,0.7586766481399536,0.4934398829936981,0.6399683356285095,0.6000503301620483,0.886430025100708,0.6932927370071411,0.529360830783844,0.6481670141220093,0.8157634735107422,0.46062639355659485,0.7531535625457764,0.6160900592803955,0.6770597100257874,0.7100658416748047,0.6757320761680603,0.7373889684677124,0.6968227028846741,0.554495632648468,0.7433649897575378,0.7894768118858337,0.6020296216011047,0.7080102562904358,0.536703884601593,0.8100844025611877,0.664410412311554,1.0,0.809232771396637,0.5922853946685791,0.6569589972496033,0.5616123676300049,0.4444642961025238,0.7941235899925232,0.5369189381599426,0.8826909065246582,0.5817127823829651,0.4764503240585327,0.6671868562698364,0.7020429372787476,0.8820126056671143,0.5787217617034912,0.8889783620834351,0.7940089106559753,0.6472692489624023,0.5194087624549866,0.5779089331626892,0.6036006808280945,0.7617048621177673,0.5207110643386841,0.8187814354896545,0.42187976837158203,0.6689806580543518,0.7748238444328308,0.5026242733001709,0.7990432977676392,0.7660373449325562,0.4671350121498108,0.8670583963394165,0.6357917189598083,0.6520677208900452
kejsare,0.6492131352424622,0.5468243360519409,0.39042916893959045,0.6932829022407532,0.7576155066490173,0.7943055033683777,0.6584218740463257,0.4821188747882843,0.6340579390525818,0.5631813406944275,0.7811337113380432,0.7140845060348511,0.5098886489868164,0.4842073917388916,0.6109498739242554,0.42573094367980957,0.5554819703102112,0.488311231136322,0.6593398451805115,0.6667671799659729,0.6498176455497742,0.7871087193489075,0.6484760046005249,0.39052194356918335,0.627232015132904,0.6666495203971863,0.6315848231315613,0.708610475063324,0.4748757779598236,0.7313506007194519,0.6268831491470337,0.809232771396637,1.0000001192092896,0.6717833280563354,0.6602671146392822,0.47640612721443176,0.4371568560600281,0.7560887932777405,0.4831451177597046,0.7965763211250305,0.38758277893066406,0.32387614250183105,0.6355713605880737,0.6389024257659912,0.7815467119216919,0.45796269178390503,0.7717287540435791,0.7842435836791992,0.4689834415912628,0.5048109292984009,0.503617525100708,0.5215608477592468,0.7224106788635254,0.35429972410202026,0.7723272442817688,0.2905365228652954,0.5891018509864807,0.6924827098846436,0.4657542407512665,0.6237378120422363,0.6671742796897888,0.38797861337661743,0.7949101328849792,0.40576356649398804,0.5847344398498535
krig,0.5824750661849976,0.5600171685218811,0.26864033937454224,0.5028449296951294,0.6258244514465332,0.5193635821342468,0.4273765981197357,0.42868781089782715,0.5676870942115784,0.5285269021987915,0.55119788646698,0.6649131774902344,0.36037927865982056,0.5403280258178711,0.4099159836769104,0.30128857493400574,0.5062545537948608,0.5530794858932495,0.48288172483444214,0.6555322408676147,0.5870092511177063,0.6338863372802734,0.6574971675872803,0.41332951188087463,0.6072949171066284,0.6498126983642578,0.5037998557090759,0.45369699597358704,0.4912281036376953,0.60414719581604,0.4476114511489868,0.5922853946685791,0.6717833280563354,1.0,0.5219536423683167,0.4398733675479889,0.42955252528190613,0.6410345435142517,0.45118004083633423,0.5965813994407654,0.31526896357536316,0.2722133696079254,0.6059886813163757,0.5904430150985718,0.5475619435310364,0.46643906831741333,0.6005381345748901,0.5478730797767639,0.5758408904075623,0.5709093809127808,0.6256147623062134,0.4640379250049591,0.5673937201499939,0.25126102566719055,0.6017428636550903,0.3033210337162018,0.4901353418827057,0.5937620401382446,0.4970695376396179,0.5546994209289551,0.5131371021270752,0.4227902293205261,0.7140982151031494,0.39263471961021423,0.5086278319358826
kung,0.41292646527290344,0.4070585072040558,0.21061550080776215,0.44343653321266174,0.6259251832962036,0.5754529237747192,0.5547808408737183,0.2633308470249176,0.5923018455505371,0.3487033545970917,0.6135377287864685,0.53207927942276,0.356916606426239,0.45519328117370605,0.5339512228965759,0.4887749254703522,0.4669991731643677,0.49198636412620544,0.42588457465171814,0.4565623998641968,0.5568683743476868,0.5354651212692261,0.47054895758628845,0.2959463894367218,0.4220995306968689,0.5382893681526184,0.44598060846328735,0.5595774054527283,0.3779228627681732,0.6660060286521912,0.33424603939056396,0.6569589972496033,0.6602671146392822,0.5219536423683167,0.9999999403953552,0.42361682653427124,0.3830123841762543,0.6476614475250244,0.3736599385738373,0.6432473063468933,0.3115048408508301,0.3713090717792511,0.4859335422515869,0.35226359963417053,0.5468113422393799,0.23176899552345276,0.612543523311615,0.7209228277206421,0.5357321500778198,0.46264663338661194,0.3468831479549408,0.3799397051334381,0.5054211616516113,0.19162963330745697,0.5672796964645386,0.07327713072299957,0.48397454619407654,0.431580126285553,0.3388296961784363,0.5064650774002075,0.47377809882164,0.3700603246688843,0.727465808391571,0.3889636695384979,0.5130630135536194
lag,0.47020384669303894,0.5084967017173767,0.3498399555683136,0.5320369005203247,0.558506429195404,0.5598920583724976,0.38859760761260986,0.22240790724754333,0.519321620464325,0.3490775227546692,0.5418609380722046,0.49966827034950256,0.07326982915401459,0.36220720410346985,0.36707180738449097,0.3079635798931122,0.5433982014656067,0.3074992001056671,0.4300176799297333,0.41070887446403503,0.5114291310310364,0.5751169323921204,0.6101505756378174,0.40249115228652954,0.562873363494873,0.570896565914154,0.21037276089191437,0.38230761885643005,0.326086163520813,0.5205121040344238,0.34438565373420715,0.5616123676300049,0.47640612721443176,0.4398733675479889,0.42361682653427124,0.9999999403953552,0.20120178163051605,0.5507836937904358,0.5851100087165833,0.5890265703201294,0.26884767413139343,0.3187028765678406,0.5526890158653259,0.4861435294151306,0.5095905065536499,0.4644199013710022,0.617999792098999,0.5653638243675232,0.48386067152023315,0.5050484538078308,0.3839327394962311,0.5785249471664429,0.5599656701087952,0.4223814904689789,0.4987877905368805,0.185707688331604,0.5217029452323914,0.5444270372390747,0.3110925853252411,0.432134211063385,0.40761980414390564,0.3754470944404602,0.6033629775047302,0.24898500740528107,0.5559132099151611
land,0.45055580139160156,0.36392083764076233,0.315357506275177,0.3266182243824005,0.4547691345214844,0.4286161959171295,0.417268306016922,0.2654232084751129,0.3943188786506653,0.31186169385910034,0.43359485268592834,0.4277878701686859,0.5491243600845337,0.38589897751808167,0.45194053649902344,0.3736962080001831,0.34324946999549866,0.3813674747943878,0.44089674949645996,0.39654943346977234,0.3441585600376129,0.39837637543678284,0.40165361762046814,0.17633850872516632,0.35338094830513,0.4172176718711853,0.41474929451942444,0.27250170707702637,0.2663346827030182,0.4200321435928345,0.3339565396308899,0.4444642961025238,0.4371568560600281,0.42955252528190613,0.3830123841762543,0.20120178163051605,1.0,0.35511013865470886,0.39811307191848755,0.49456456303596497,0.24914173781871796,0.20815443992614746,0.40367740392684937,0.3341931700706482,0.41894325613975525,0.3132314085960388,0.37367120385169983,0.36469584703445435,0.35005778074264526,0.4653427302837372,0.3120906949043274,0.37443065643310547,0.3792906105518341,0.12979716062545776,0.4665188193321228,0.3858436346054077,0.43070003390312195,0.3673292100429535,0.3067035377025604,0.2986568212509155,0.3820614218711853,0.2070290595293045,0.42867356538772583,0.393848180770874,0.41499781608581543
makt,0.606389582157135,0.5633869171142578,0.42706504464149475,0.7845594882965088,0.8450340032577515,0.7658485174179077,0.6226873397827148,0.46631956100463867,0.6670489311218262,0.5969662070274353,0.8029884099960327,0.6672455072402954,0.2508452236652374,0.6159500479698181,0.608603835105896,0.4372768700122833,0.6606032848358154,0.5073390007019043,0.6856354475021362,0.598232626914978,0.6931501030921936,0.786991536617279,0.7264918088912964,0.5090703368186951,0.7363879680633545,0.7522228360176086,0.4302273392677307,0.6296288371086121,0.4605405628681183,0.7820204496383667,0.5372163653373718,0.7941235899925232,0.7560887932777405,0.6410345435142517,0.6476614475250244,0.5507836937904358,0.35511013865470886,1.0,0.5768499374389648,0.8378894329071045,0.3795956075191498,0.34083718061447144,0.6547806859016418,0.6947757005691528,0.7965304255485535,0.4495399296283722,0.8308162689208984,0.8183267712593079,0.5970702171325684,0.5306000113487244,0.4912729859352112,0.6253345608711243,0.7751450538635254,0.31799307465553284,0.7768273949623108,0.3112354874610901,0.5566731095314026,0.7172272205352783,0.42409321665763855,0.7312586307525635,0.6943701505661011,0.43369296193122864,0.8475919365882874,0.39070093631744385,0.6928947567939758
medborgare,0.6270724534988403,0.5384891629219055,0.3650253117084503,0.4922311007976532,0.6337776780128479,0.5959824323654175,0.4058002233505249,0.4845534861087799,0.6164242029190063,0.37875446677207947,0.5549164414405823,0.4904996454715729,0.23481051623821259,0.4269149601459503,0.4024922251701355,0.40011686086654663,0.6005904078483582,0.21066506206989288,0.5020749568939209,0.26036396622657776,0.566760241985321,0.5837969183921814,0.6753288507461548,0.27162161469459534,0.6307036876678467,0.646917462348938,0.20177629590034485,0.3178379535675049,0.4127419888973236,0.5059102177619934,0.4245160222053528,0.5369189381599426,0.4831451177597046,0.45118004083633423,0.3736599385738373,0.5851100087165833,0.39811307191848755,0.5768499374389648,0.9999999403953552,0.6122685670852661,0.31646448373794556,0.26183661818504333,0.6891399621963501,0.5221865773200989,0.5642827749252319,0.5170149803161621,0.5677216649055481,0.5675246715545654,0.3395741283893585,0.5437914729118347,0.3820602297782898,0.5964674949645996,0.6040816307067871,0.3240762948989868,0.5288192629814148,0.3501685857772827,0.55968177318573,0.5100545883178711,0.4088066816329956,0.44531574845314026,0.5464029312133789,0.38422027230262756,0.5635943412780762,0.20522311329841614,0.7284903526306152
medlem,0.6888086795806885,0.6028788685798645,0.4342028498649597,0.7531640529632568,0.8812012076377869,0.8900632262229919,0.7273475527763367,0.500504195690155,0.6512056589126587,0.633348822593689,0.8539934158325195,0.7258055806159973,0.4935702979564667,0.6473124027252197,0.8116361498832703,0.4820636212825775,0.7015252113342285,0.5430225729942322,0.7217723727226257,0.6689239144325256,0.6876313090324402,0.8053247332572937,0.7190936803817749,0.4819505214691162,0.7308481931686401,0.759365975856781,0.5376731157302856,0.7007408738136292,0.5891856551170349,0.7757018208503723,0.6301299333572388,0.8826909065246582,0.7965763211250305,0.5965813994407654,0.6432473063468933,0.5890265703201294,0.49456456303596497,0.8378894329071045,0.6122685670852661,1.0,0.5204626321792603,0.4490499794483185,0.72866290807724,0.6762282252311707,0.8982241749763489,0.5410134792327881,0.8641564249992371,0.8650621175765991,0.5482891201972961,0.5199352502822876,0.584799587726593,0.6295319199562073,0.8450373411178589,0.47097817063331604,0.8332897424697876,0.4603940546512604,0.6524597406387329,0.7872589826583862,0.4672867953777313,0.738914430141449,0.7870482206344604,0.48147302865982056,0.8622373342514038,0.5396588444709778,0.725274384021759
modern,0.368886262178421,0.315544992685318,0.3176999092102051,0.34147900342941284,0.5883492827415466,0.6186866760253906,0.614094078540802,0.3161836862564087,0.44895654916763306,0.3385145962238312,0.5308637619018555,0.4265647232532501,0.3725980520248413,0.5919257998466492,0.5982791185379028,0.22903317213058472,0.5361558198928833,0.2688152492046356,0.361261248588562,0.3419151306152344,0.43513429164886475,0.34447741508483887,0.33948254585266113,0.25704076886177063,0.4542310833930969,0.5585106611251831,0.19632092118263245,0.27229171991348267,0.3322463929653168,0.5020415186882019,0.44903695583343506,0.5817127823829651,0.38758277893066406,0.31526896357536316,0.3115048408508301,0.26884767413139343,0.24914173781871796,0.3795956075191498,0.31646448373794556,0.5204626321792603,0.9999999403953552,0.5295402407646179,0.35894685983657837,0.484358549118042,0.5882153511047363,0.4404821991920471,0.5146002173423767,0.4411812424659729,0.28711095452308655,0.24885347485542297,0.2998209297657013,0.35466402769088745,0.4168497920036316,0.33009418845176697,0.5366835594177246,0.4476982057094574,0.45342978835105896,0.5515515208244324,0.2920666038990021,0.6534736156463623,0.6257534027099609,0.25618281960487366,0.5117869973182678,0.5595937371253967,0.35979872941970825
mynt,0.3178401291370392,0.2909780442714691,0.21455353498458862,0.3810564875602722,0.43468961119651794,0.49104878306388855,0.5722740888595581,0.3235226571559906,0.4358742833137512,0.42440468072891235,0.5292269587516785,0.4144088923931122,0.19104446470737457,0.4003407657146454,0.520789384841919,0.23818553984165192,0.4283639192581177,0.4227809011936188,0.3242412507534027,0.3613887131214142,0.29644373059272766,0.3943854868412018,0.3215360641479492,0.20045271515846252,0.42598602175712585,0.42357519268989563,0.13856756687164307,0.318377822637558,0.4106619656085968,0.4762515723705292,0.3504464328289032,0.4764503240585327,0.32387614250183105,0.2722133696079254,0.3713090717792511,0.3187028765678406,0.20815443992614746,0.34083718061447144,0.26183661818504333,0.4490499794483185,0.5295402407646179,1.0,0.2514660060405731,0.29169535636901855,0.46894049644470215,0.4689038097858429,0.4947322607040405,0.4258882701396942,0.36464923620224,0.2427133470773697,0.21967743337154388,0.273580402135849,0.3751490116119385,0.5176564455032349,0.44705861806869507,0.1378023773431778,0.5219841599464417,0.3300509750843048,0.2116849720478058,0.455324649810791,0.39041444659233093,0.21093840897083282,0.5053254961967468,0.4587639272212982,0.3340798318386078
