,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
0,departementerne,0.823,verldshafvet,0.737,bragto,0.655,vexla,0.745,vexla,0.711
1,häremellan,0.811,sinnesförvirring,0.723,prassla,0.648,vexlande,0.516,sorgfull,0.498
2,discussionen,0.808,himmelsvid,0.722,homerisk,0.643,växling,0.503,växling,0.498
3,continenten,0.806,däckel,0.719,teraligen,0.642,vexling,0.501,vexling,0.495
4,fjord,0.804,menniskomassan,0.717,verldshistoriens,0.639,väderleksutsigterna,0.495,vexlande,0.495
5,upptogo,0.803,rådt,0.716,upptäcktsfärd,0.636,uppklarnande,0.486,krumbugt,0.493
6,högvördig,0.8,qvarblef,0.716,vinterstorm,0.634,tjtsigter,0.484,ljusnad,0.492
7,halftimma,0.799,omedgörlig,0.715,ethern,0.632,byig,0.468,inrama,0.485
8,spant,0.799,upkommit,0.715,förvildad,0.631,riign,0.465,skifta,0.482
9,dunsta,0.797,milieu,0.715,svulstig,0.629,demange,0.465,framblickade,0.481
10,postkommunikation,0.797,minisleren,0.714,kolibri,0.628,väderleks,0.464,blusmän,0.481
11,ulli,0.795,uphörde,0.714,stiska,0.627,utslgter,0.46,drömsyn,0.481
12,väft,0.794,såkert,0.714,goldschmidts,0.626,ti11,0.458,tjtsigter,0.48
13,andres,0.793,tåras,0.712,verldsstadens,0.624,rägnig,0.457,vitzar,0.48
14,löpning,0.793,ssmma,0.712,landsmål,0.624,aprilväder,0.456,aprilväder,0.48
15,draf,0.793,ärfara,0.712,tjuskraft,0.623,vtsigter,0.453,demange,0.479
16,engla,0.793,bsn,0.712,ungdomlighet,0.622,uisigter,0.45,småttingarnes,0.479
17,7o,0.792,jemvigten,0.711,konstlös,0.622,haltklart,0.45,kokott,0.478
18,landsplåga,0.791,lifvadt,0.711,ådana,0.62,nordvästlig,0.449,svärdshugg,0.476
19,slapphet,0.791,pånyttföda,0.71,artighetsbetygelse,0.619,liård,0.449,zuaven,0.476
20,fördömd,0.791,mång,0.709,blusmän,0.619,psr,0.448,fråssade,0.475
21,pesth,0.79,llojd,0.708,återljuda,0.618,ovädersmoln,0.446,syutes,0.475
22,madridska,0.79,vigor,0.708,återgifvit,0.618,menniskoverlden,0.442,fullskrifna,0.473
23,jerna,0.79,behöllo,0.708,inkarnera,0.617,mulot,0.442,bemäktigade,0.472
24,utstyra,0.789,chefsplats,0.708,drömsyn,0.617,tillgo,0.442,kabbalistisk,0.472
25,ogenerad,0.789,180g,0.708,stereotyp,0.616,jemförelsetabeller,0.442,kungaborgen,0.471
26,canadiska,0.788,dväljas,0.707,lamartines,0.616,aftagando,0.441,iefvat,0.471
27,penndrag,0.788,tjusningskraft,0.707,såpbubbla,0.616,molnbetäckt,0.438,fruntimmershand,0.471
28,förmode,0.788,aktig,0.707,tertiär,0.615,upphållsväder,0.437,qvinnoröst,0.47
29,gradvis,0.788,korrthet,0.706,varierad,0.615,sorgfull,0.436,färgrikedom,0.469
30,rådgifvande,0.787,madridska,0.706,krigssång,0.615,inrama,0.434,gatlopp,0.469
31,hicka,0.787,vårdet,0.706,omisskänlig,0.615,balfklart,0.434,boklådsfönster,0.469
32,angingo,0.787,upplösningstillstånd,0.706,syskontycke,0.614,fallando,0.433,skötesynd,0.469
33,höstråg,0.787,sammandrabba,0.706,winterbladet,0.614,brakteat,0.433,winny,0.468
34,regnväder,0.786,föne,0.705,slutenhet,0.614,partifri,0.431,dagsr,0.468
35,refva,0.786,argumentera,0.705,förträffeliga,0.613,kreditsida,0.431,fandango,0.468
36,hitintils,0.786,lålom,0.705,brottare,0.613,öfvergiek,0.431,kastanjett,0.468
37,hunn,0.785,endaft,0.705,ungdomsfriskhet,0.612,gniden,0.43,felén,0.468
38,omvändt,0.785,slagskämpe,0.705,4en,0.612,syutes,0.43,blirtrande,0.467
39,misshaglig,0.785,politici,0.704,folkvänlig,0.611,svärdshugg,0.43,partifri,0.467
40,undertryckande,0.785,fabulös,0.704,liffull,0.611,frostväder,0.43,öfverflög,0.467
41,fiskeri,0.785,kalkutta,0.703,prairien,0.611,rägnskurar,0.429,novemberafton,0.466
42,uppstodo,0.784,vändpunkt,0.703,afloppskanal,0.611,regu,0.429,gubbo,0.466
43,bortskymma,0.784,bortskära,0.703,olikfärgad,0.611,vexelaccepter,0.428,honungssöt,0.466
44,stadion,0.784,uppvexa,0.702,gammalnordisk,0.61,sydvästlig,0.428,bonhommie,0.466
45,förtryta,0.784,tillvexer,0.702,återuppvaknande,0.61,kungaborgen,0.428,klarnad,0.465
46,skil,0.784,afsåttningen,0.702,korrthet,0.61,sväfvando,0.427,amiant,0.465
47,jernhandteringen,0.784,undervisningstid,0.702,sångbar,0.61,blygrå,0.427,uppdyker,0.464
48,ebb,0.784,hjälte,0.702,halfofficiel,0.61,skifta,0.427,valpa,0.464
49,ministérens,0.784,återeröfra,0.702,förvånansvärd,0.609,liflöshet,0.427,skriftecken,0.464
50,tullsystem,0.783,nationalära,0.701,realistisk,0.609,etterfrågan,0.425,lefves,0.464
51,handelsförhållande,0.783,äkra,0.701,samhällslifvets,0.609,tonhöjd,0.425,qvälla,0.464
52,såll,0.783,befolkadt,0.701,femtiotvå,0.608,4å,0.425,jubelskri,0.464
53,snöplig,0.783,förskrifver,0.701,själsgåfva,0.607,rägn,0.424,severo,0.463
54,minnesfest,0.783,båst,0.701,rördo,0.607,snöbyar,0.424,plånas,0.463
55,envälde,0.783,brodda,0.701,tidi,0.607,ljusnad,0.423,silfverglans,0.463
56,constitutionel,0.782,blelve,0.701,kulmination,0.607,angåfvo,0.423,genomlefde,0.462
57,obestämdhet,0.782,blänkfyr,0.701,infusion,0.607,omgifvits,0.423,skrattparoxysm,0.462
58,pacha,0.782,åmn,0.701,nordostvind,0.607,variera,0.423,omgifvits,0.462
59,hjertlighet,0.782,bäfvade,0.7,nicanders,0.607,novemberafton,0.422,brakteat,0.462
60,vanhederlig,0.782,nepotism,0.7,fingerspetsarne,0.607,felén,0.422,oharmonisk,0.461
61,upkommit,0.782,oförminskadt,0.7,marburg,0.606,annulera,0.422,utledsna,0.461
62,skiljt,0.782,tiderymd,0.7,järnmalm,0.606,krumbugt,0.422,psr,0.461
63,återbringa,0.782,utledsen,0.699,öfverflödar,0.606,talska,0.421,skuldmedveten,0.461
64,korrigera,0.781,förbida,0.699,fiskmås,0.606,iefvat,0.421,flickröst,0.46
65,tidell,0.781,stafva,0.699,blötdjur,0.606,nordväst,0.42,kastado,0.459
66,hatva,0.781,hatva,0.698,argumentera,0.606,kårda,0.42,byig,0.459
67,nauplia,0.781,fasaväckande,0.698,lörekommande,0.606,vårvinter,0.42,storhetsmani,0.459
68,misshällighet,0.781,sensibel,0.698,lifskraftiga,0.606,solvärme,0.419,petig,0.459
69,ynes,0.781,klimater,0.698,nerande,0.606,kvalmig,0.419,resebok,0.459
70,hao,0.78,sammanlänka,0.698,afvexla,0.606,skriftecken,0.419,atela,0.458
71,violinist,0.78,processa,0.698,återspegling,0.605,västlig,0.419,gasskenet,0.458
72,protestantism,0.78,värmare,0.698,aplomb,0.605,mellanskof,0.419,väderleksutsigterna,0.458
73,afbrutet,0.78,upfyld,0.698,enhetstanke,0.605,gråkall,0.418,vilsen,0.458
74,omgifver,0.78,eord,0.698,återgåfvos,0.605,fullskrifna,0.418,halfhöga,0.458
75,moss,0.78,oskyld,0.698,hvnrje,0.605,gidgo,0.418,årtusen,0.458
76,härledt,0.78,förvärfvas,0.698,hyssja,0.604,qvälla,0.417,aftonvind,0.458
77,historieskrifvare,0.78,afkylning,0.698,slagregn,0.604,alart,0.417,oänd,0.458
78,förarglig,0.779,parasit,0.697,månstråle,0.604,jemnmulen,0.417,kärleksvarm,0.457
79,sedelmynt,0.779,oöfverskådlig,0.697,cécile,0.604,tierna,0.416,skönhetsideal,0.457
80,representationsfråga,0.779,finansplan,0.697,kaleidoskop,0.604,klarnad,0.416,ovädersmoln,0.457
81,cå,0.779,religionsfrihetsfråga,0.697,uppbyggelseskrift,0.604,skrattparoxysm,0.416,annulera,0.457
82,splittring,0.779,återljuda,0.697,kretsgång,0.603,långsläpig,0.416,vaxgul,0.457
83,dern,0.779,gudnås,0.697,nattvandrare,0.603,betagande,0.416,sirensång,0.456
84,skuile,0.779,öfvermått,0.696,kindknota,0.603,östanvind,0.416,czekiska,0.456
85,forhållande,0.778,barock,0.696,gudasaga,0.603,kalkhalt,0.416,guldskimmer,0.455
86,180g,0.778,villefleur,0.696,karakterslös,0.603,skrifttecken,0.416,rnenniskor,0.455
87,åsyftning,0.778,påtryck,0.696,gradation,0.603,nppstodo,0.415,skämtsamhet,0.455
88,erinring,0.778,afiägsnade,0.696,altstämma,0.603,korrekturark,0.415,svulstig,0.455
89,wapenhwilan,0.778,idor,0.696,fyrfotadjur,0.603,ställeu,0.415,carmina,0.455
90,premiss,0.777,iså,0.696,missljudande,0.602,oplöjd,0.415,kranich,0.454
91,förutspå,0.777,kringklappa,0.696,omväxla,0.602,blidt,0.414,färgskala,0.454
92,flerestädes,0.777,bcfunno,0.695,olidelig,0.602,dagsr,0.414,tierna,0.454
93,motväga,0.777,jemvigt,0.695,kansko,0.602,natnrlig,0.413,krystad,0.454
94,möllerhjelm,0.777,otillfredsställd,0.695,luftelektricitet,0.602,fruntimmershand,0.413,förblommerad,0.454
95,grundlagsvidrig,0.777,upfylt,0.695,opoetisk,0.602,dagspolitik,0.413,återkasta,0.454
96,sväfvande,0.777,negerslaf,0.695,täckhet,0.602,östersjöområde,0.412,maharadschahn,0.454
97,förespå,0.777,öfverstego,0.695,drömlik,0.601,kärleksvarm,0.412,calliste,0.454
98,neji,0.777,pacha,0.695,oharmonisk,0.601,atela,0.412,uppklarnande,0.454
99,älskande,0.777,invertes,0.695,gratiösa,0.601,drömsyn,0.412,tankeexperiment,0.454
